station_nbr,date,tmax,tmin,tavg,dewpoint,wetbulb,heat,cool,codesum,snowfall,preciptotal,stnpressure,sealevel,resultspeed,resultdir,avgspeed
6,6/25/2013,100,77,89,68,74,0,24, ,0,0,29.41,29.91,13.5,18,14
7,6/25/2013,90,77,84,66,72,0,19,HZ,0,0,28.45,29.79,20.3,18,20.5
8,6/25/2013,100,78,89,73,77,0,24,BR,0,0,29.61,30.5601849,10,17,10.3
9,6/25/2013,84,64,74,68,70,0,9, ,0,0,29,29.76,6.7,14,6.9
10,6/25/2013,91,77,84,72,75,0,19,TS VCTS,0,0.00001,30.1,30.11,5.9,13,7.9
11,6/25/2013,91,72,82,72,74,0,17,TS RA,0,0.01,30.09,30.12,0.6,14,4.6
12,6/25/2013,91,74,83,72,75,0,18, ,0,0.00001,30.09,30.12,2.9,14,3.8
13,6/25/2013,90,57,74,30,52,0,9, ,0,0,24.21,29.76,1.1,34,6.3
14,6/25/2013,90,76,83,68,73,0,18, ,0,0,28.46,29.8,17.1,17,17.4
15,6/25/2013,91,64,78,67,70,0,13,RA FG BR VCTS,0,0.1,29.47,29.81,3.3,25,4.2
16,6/25/2013,90,69,80,67,71,0,15, ,0,0,29.7,29.79,6.6,25,8
17,6/25/2013,92,77,85,71,75,0,20, ,0,0,29.18,29.87,11.6,18,11.8
18,6/25/2013,98,79,89,66,74,0,24, ,0,0,29.38,29.88,15.3,18,15.5
19,6/25/2013,81,67,74,67,68,0,9,TSRA BR,0,1.4,29.11,29.86,3.1,20,6.3
20,6/25/2013,96,77,87,66,73,0,22, ,0,0,29.18,29.88,12,18,12.1
1,6/26/2013,83,62,73,67,69,0,8,RA FG+ FG BR VCTS,0,0.61,29.62,29.8,1.4,36,4.8
2,6/26/2013,81,68,75,66,69,0,10,BR,0,0,28.72,29.8,8.4,27,9.2
3,6/26/2013,96,80,88,71,76,0,23, ,0,0,29.13,29.82,10.6,19,11
4,6/26/2013,102,78,90,68,74,0,25, ,0,0,29.24,29.9,5.6,17,7.7
6,6/26/2013,101,78,90,70,75,0,25, ,0,0,29.4,29.9,12,18,12.4
7,6/26/2013,95,75,85,67,73,0,20,HZ,0,0,28.51,29.82,12.1,18,12.5
8,6/26/2013,102,77,90,75,79,0,25,BR,0,0,29.59,30.5395431,8,17,8.4
9,6/26/2013,87,72,80,69,72,0,15,RA BR HZ,0,0.6,28.97,29.7,2.3,28,7.2
10,6/26/2013,92,75,84,72,75,0,19,TS,0,0.08,30.03,30.05,4.6,19,8.5
11,6/26/2013,92,70,81,72,74,0,16,TSRA BR,0,0.00001,30.01,30.05,2.9,18,4.9
12,6/26/2013,93,74,84,72,75,0,19,TS TSRA,0,0.06,30.01,30.05,2.8,18,4.9
13,6/26/2013,95,57,76,34,55,0,11, ,0,0,24.32,29.89,4.6,13,7
14,6/26/2013,93,72,83,70,74,0,18, ,0,0,28.51,29.83,10.1,17,10.5
15,6/26/2013,78,62,70,67,68,0,5,RA BR,0,0.92,29.41,29.78,0.4,14,2.2
16,6/26/2013,84,63,74,67,69,0,9,RA FG+ FG BR,0,0.21,29.64,29.76,2.3,34,4.9
17,6/26/2013,97,77,87,72,77,0,22, ,0,0,29.2,29.87,6.2,19,6.5
18,6/26/2013,99,79,89,68,75,0,24, ,0,0,29.38,29.88,12.4,18,12.7
19,6/26/2013,75,65,70,65,67,0,5,TS RA BR,0,0.31,29.02,29.77,3.3,15,4.8
20,6/26/2013,97,77,87,68,74,0,22, ,0,0,29.19,29.88,8.9,18,9.3
1,6/27/2013,70,60,65,61,62,0,0,RA BR,0,0.15,29.69,29.84,5.2,6,5.5
2,6/27/2013,70,62,66,65,65,0,1,RA FG+ FG BR,0,0.04,28.76,29.81,5.5,9,5.9
3,6/27/2013,100,78,89,71,77,0,24, ,0,0,29.15,29.86,6.5,18,9.7
4,6/27/2013,103,77,90,64,72,0,25, ,0,0,29.28,29.93,3.7,17,5.8
6,6/27/2013,102,76,89,66,73,0,24, ,0,0,29.44,29.93,6.5,18,7.4
7,6/27/2013,101,75,88,66,73,0,23,HZ,0,0.00001,28.54,29.88,7.2,19,11.4
8,6/27/2013,104,78,91,72,77,0,26,BR,0,0.03,29.61,30.5601849,4.7,19,5.6
9,6/27/2013,86,69,78,60,67,0,13, ,0,0,29.03,29.77,10.4,30,11
10,6/27/2013,93,72,83,72,75,0,18,RA VCTS,0,0.01,29.95,29.97,5.9,21,8
11,6/27/2013,93,69,81,72,75,0,16,TS,0,0.05,29.93,29.97,4.7,25,5.6
12,6/27/2013,94,74,84,72,75,0,19,TS,0,0,29.93,29.97,3.1,21,6.2
13,6/27/2013,95,59,77,37,56,0,12, ,0,0,24.44,30.01,3.8,8,8.1
14,6/27/2013,99,73,86,70,74,0,21, ,0,0.00001,28.54,29.89,5.6,18,9.4
15,6/27/2013,72,60,66,62,63,0,1,RA BR,0,0.06,29.46,29.82,3.8,13,4.6
16,6/27/2013,71,60,66,62,62,0,1,RA FG BR HZ,0,0.07,29.71,29.81,4.7,5,5.1
17,6/27/2013,100,74,87,73,77,0,22,BR,0,0,29.22,29.91,3.4,19,4.9
18,6/27/2013,102,81,92,68,75,0,27, ,0,0,29.42,29.91,6.8,18,8.3
19,6/27/2013,88,63,76,66,69,0,11,RA BR,0,0.36,28.98,29.73,0.4,21,3.3
20,6/27/2013,100,78,89,68,74,0,24, ,0,0,29.23,29.91,4.8,16,6.2
1,6/28/2013,84,59,72,65,67,0,7,RA FG BR,0,0.35,29.44,29.58,3.4,9,7.3
2,6/28/2013,78,59,69,66,66,0,4,RA FG+ BR,0,0.51,28.52,29.57,4.8,17,9.4
3,6/28/2013,97,74,86,65,72,0,21, ,0,0,29.18,29.87,7.3,34,8.6
4,6/28/2013,106,75,91,65,73,0,26, ,0,0,29.2,29.87,0.9,19,3.4
6,6/28/2013,105,75,90,66,74,0,25, ,0,0,29.35,29.86,3.8,21,4.9
7,6/28/2013,97,72,85,63,70,0,20, ,0,0,28.59,29.91,5.6,1,7.5
8,6/28/2013,105,79,92,71,77,0,27, ,0,0,29.54,30.4879386,4.1,20,5.1
9,6/28/2013,78,65,72,60,64,0,7,RA,0,0.11,29.01,29.76,13.3,32,14.3
10,6/28/2013,92,78,85,72,75,0,20,VCTS,0,0.00001,29.86,29.86,10.5,24,11.4
11,6/28/2013,89,74,82,73,75,0,17,RA BR,0,0.03,29.85,29.86,7.5,23,8.5
12,6/28/2013,94,80,87,71,75,0,22,RA,0,0.00001,29.85,29.87,9.1,25,9.9
13,6/28/2013,92,62,77.244908,50,60,0,12.244908,TSRA RA,0,0.53,24.42,30.04,0.8,8,11.5
14,6/28/2013,98,71,85,64,71,0,20, ,0,0,28.57,29.9,6.4,1,8.8
15,6/28/2013,73,56,65,62,63,0,0,RA BR VCTS,0,0.71,29.23,29.57,2,4,3.5
16,6/28/2013,79,60,70,66,67,0,5,RA FG+ FG BR VCTS,0,0.22,29.47,29.55,6,15,9.6
17,6/28/2013,97,74,86,66,73,0,21, ,0,0,29.23,29.91,3.3,1,4.5
18,6/28/2013,106,82,94,64,73,0,29, ,0,0,29.35,29.86,2.3,35,6.6
19,6/28/2013,80,64,72,61,65,0,7,RA,0,0.06,28.89,29.63,7.9,31,8.9
20,6/28/2013,104,80,92,63,72,0,27, ,0,0,29.16,29.85,3.1,34,6.4
1,6/29/2013,86,72,79,67,70,0,14, ,0,0.00001,29.42,29.61,7.4,20,7.9
2,6/29/2013,79,68,74,66,68,0,9,BR,0,0.00001,28.53,29.62,11.3,21,11.6
3,6/29/2013,93,67,80,57,66,0,15, ,0,0,29.15,29.85,10.4,34,10.9
4,6/29/2013,108,75,92,61,72,0,27, ,0,0,29.13,29.79,0.2,35,3.3
6,6/29/2013,107,72,90,63,73,0,25, ,0,0,29.28,29.78,4,2,7
7,6/29/2013,93,71,82,57,67,0,17, ,0,0,28.56,29.89,7,1,7.9
8,6/29/2013,109,75,92,68,76,0,27, ,0,0,29.45,30.3950505,0.7,34,4.8
9,6/29/2013,77,63,70,56,62,0,5,RA BR,0,0.56,29.14,29.86,8.5,1,9.1
10,6/29/2013,86,77,82,72,75,0,17,RA,0,0.00001,29.77,29.79,10.9,21,11.3
11,6/29/2013,87,74,81,73,76,0,16, ,0,0.14,29.75,29.79,9.2,21,9.6
12,6/29/2013,89,79,84,72,75,0,19,RA,0,0.01,29.75,29.8,8.7,22,9
13,6/29/2013,81,60,71,52,59,0,6, ,0,0.00001,24.42,30.05,2.7,25,4.9
14,6/29/2013,93,76,85,58,68,0,20, ,0,0,28.56,29.88,7,2,8.4
15,6/29/2013,84,65,75,67,69,0,10,BR,0,0.01,29.19,29.58,6.3,18,6.9
16,6/29/2013,83,69,76,68,70,0,11,BR,0,0.00001,29.46,29.58,8.4,18,8.8
17,6/29/2013,92,66,79,57,67,0,14, ,0,0,29.21,29.89,5.4,36,6
18,6/29/2013,100,78,89,61,71,0,24, ,0,0,29.33,29.83,6,1,6.5
19,6/29/2013,69,61,65,58,61,0,0,FG+ BR,0,0.00001,28.98,29.7,14.3,2,14.4
20,6/29/2013,100,75,88,61,70,0,23, ,0,0,29.13,29.83,5.8,2,6.4
1,6/30/2013,87,69,78,67,71,0,13, ,0,0,29.67,29.85,6.6,21,6.9
2,6/30/2013,82,68,75,68,69,0,10,BR,0,0,28.77,29.86,9.7,21,9.9
3,6/30/2013,86,62,74,55,63,0,9, ,0,0,29.23,29.92,10.6,35,11.1
4,6/30/2013,96,72,84,66,71,0,19,TSRA BR,0,0.35,29.19,29.85,2,30,4.3
6,6/30/2013,96,72,84,66,72,0,19,TSRA BR,0,0.55,29.34,29.84,1.8,29,5.9
7,6/30/2013,87,65,76,52,62,0,11,HZ,0,0,28.63,29.95,8.8,2,9.8
8,6/30/2013,99,77,88,69,M,0,23,TS VCTS,0,0,29.5,30.446655,4.6,32,5.5
9,6/30/2013,82,58,70,53,60,0,5, ,0,0,29.33,30.06,4.6,1,5.6
10,6/30/2013,90,75,83,73,75,0,18,TSRA,0,0.24,29.8,29.82,10.2,18,11.4
11,6/30/2013,90,73,82,73,75,0,17,TS,0,0.1,29.77,29.81,7.9,18,8.9
12,6/30/2013,94,76,85,72,75,0,20,TSRA RA,0,0.35,29.78,29.83,7,19,9.2
13,6/30/2013,74,59,67,54,59,0,2,TSRA,0,0.19,24.41,30.07,2.8,26,7.7
14,6/30/2013,88,67,78,54,63,0,13, ,0,0,28.61,29.94,9.1,2,10
15,6/30/2013,87,65,76,67,69,0,11,RA BR,0,0.04,29.44,29.82,3.6,18,4.1
16,6/30/2013,84,68,76,69,71,0,11, ,0,0,29.7,29.82,7.4,19,7.8
17,6/30/2013,85,69,77,56,64,0,12, ,0,0,29.28,29.96,6.9,36,7.2
18,6/30/2013,93,78,86,56,67,0,21, ,0,0,29.38,29.87,8.6,1,9.3
19,6/30/2013,70,61,66,50,57,0,1, ,0,0.00001,29.22,29.93,14.7,1,14.8
20,6/30/2013,93,73,83,56,67,0,18, ,0,0,29.18,29.86,7.5,1,8.1
1,7/1/2013,81,72,77,70,71,0,12,RA FG BR,0,1.69,29.85,30.02,2.4,17,4.6
2,7/1/2013,76,69,73,70,71,0,8,RA BR,0,0.33,28.94,30.03,8,21,8.4
3,7/1/2013,87,61,74,53,62,0,9, ,0,0,29.31,30.02,9.5,36,9.8
4,7/1/2013,91,73,82,53,65,0,17, ,0,0,29.29,29.95,4.1,1,4.9
6,7/1/2013,91,67,79,57,66,0,14, ,0,0,29.44,29.94,8.3,1,8.5
7,7/1/2013,85,59,72,49,59,0,7,HZ,0,0,28.71,30.05,9.2,2,9.3
8,7/1/2013,94,72,83,59,68,0,18, ,0,0,29.58,30.5292222,5.3,1,5.2
9,7/1/2013,84,60,72,55,63,0,7, ,0,0,29.39,30.14,3.6,4,4.2
10,7/1/2013,84,73,78.744908,72,74,0,0,TSRA RA BR,0,0.67,29.88,29.92,11.2,18,11.7
11,7/1/2013,86,72,79,72,73,0,14,RA BR,0,0.44,29.87,29.92,7.9,18,8.6
12,7/1/2013,87,74,81,71,73,0,16,TS TSRA RA BR,0,1.22,29.87,29.93,6.4,19,6.8
13,7/1/2013,77,55,66,52,57,0,1,RA,0,0.06,24.46,30.14,1.5,17,6.7
14,7/1/2013,85,64,75,51,61,0,10, ,0,0,28.69,30.04,10.4,2,10.6
15,7/1/2013,78,66,72,70,70,0,7,RA BR,0,0.71,29.62,30.01,0.7,9,1.5
16,7/1/2013,79,71,75,71,72,0,10,TSRA RA BR HZ,0,0.85,29.87,29.99,3.4,16,5.6
17,7/1/2013,86,63,75,54,63,0,10, ,0,0,29.37,30.05,7.1,1,7
18,7/1/2013,90,71,81,55,65,0,16, ,0,0,29.47,29.97,9,1,9.1
19,7/1/2013,74,60,67,53,59,0,2, ,0,0,29.34,30.09,12.2,2,11.7
20,7/1/2013,89,67,78,56,65,0,13, ,0,0,29.28,29.97,7.7,35,8.2
1,7/2/2013,84,61,73,65,67,0,8,RA BR,0,0.00001,29.99,30.17,2.8,9,6.6
2,7/2/2013,79,67,73,69,71,0,8, ,0,0.00001,29.07,30.15,9.4,21,10
3,7/2/2013,88,59,74,52,61,0,9, ,0,0,29.34,30.04,4.6,1,6
4,7/2/2013,95,69,82,50,63,0,17, ,0,0,29.33,29.99,3.3,1,4.8
6,7/2/2013,94,63,79,54,64,0,14, ,0,0,29.48,29.98,4.6,36,5.5
7,7/2/2013,87,58,73,48,59,0,8,HZ,0,0,28.71,30.06,4.9,3,6.4
8,7/2/2013,96,66,81,57,67,0,16, ,0,0,29.63,30.5808267,3,36,3.4
9,7/2/2013,83,59,71,53,61,0,6, ,0,0,29.34,30.1,3.7,2,4.6
10,7/2/2013,88,73,81,72,74,0,16,RA VCTS,0,0.1,30.02,30.05,9.8,15,10.5
11,7/2/2013,88,72,80,72,74,0,15,RA,0,0.08,30.01,30.06,6,16,6.9
12,7/2/2013,88,74,81,72,74,0,16,RA,0,0.13,30.01,30.06,6,17,6.6
13,7/2/2013,82,53,68,46,56,0,3, ,0,0,24.41,30.08,1.5,7,7
14,7/2/2013,89,60,75,50,60,0,10, ,0,0,28.71,30.06,6.1,2,7.9
15,7/2/2013,77,61,69,67,67,0,4,RA BR,0,0.74,29.75,30.15,3.3,12,4.7
16,7/2/2013,81,59,70,65,66,0,5,RA BR HZ,0,0.01,30.02,30.13,2.2,9,6.5
17,7/2/2013,86,57,72,54,61,0,7, ,0,0,29.39,30.08,2.1,3,3
18,7/2/2013,91,68,80,51,63,0,15, ,0,0,29.52,30.02,5.2,2,6.7
19,7/2/2013,69,58,64,53,57,1,0,RA DZ,0,0.00001,29.35,30.1,8.4,2,8.6
20,7/2/2013,90,64,77,51,62,0,12, ,0,0,29.33,30.02,5,36,5.8
1,7/3/2013,89,61,75,67,70,0,10,BR HZ,0,0,30.02,30.18,6.6,23,7.1
2,7/3/2013,84,65,75,69,71,0,10, ,0,0.00001,29.12,30.2,11.3,24,11.7
3,7/3/2013,87,57,72,52,61,0,7, ,0,0,29.31,30.02,4.3,14,5.4
4,7/3/2013,96,67,82,49,63,0,17, ,0,0,29.28,29.95,1.1,4,3.6
6,7/3/2013,95,60,78,53,64,0,13, ,0,0,29.44,29.95,1.7,6,3.5
7,7/3/2013,87,60,74,49,61,0,9,HZ,0,0,28.65,30,4.9,14,6.1
8,7/3/2013,99,67,83,57,68,0,18, ,0,0,29.6,30.549864,2.8,18,3.5
9,7/3/2013,84,59,72,53,61,0,7, ,0,0,29.24,30.01,2.1,14,2.7
10,7/3/2013,88,74,81,73,75,0,16,TS,0,0.05,30.08,30.11,10.4,14,11.2
11,7/3/2013,88,71,80,73,75,0,15,FG,0,1.19,30.08,30.12,7.4,14,8.2
12,7/3/2013,89,73,81,73,75,0,16,TS,0,0.06,30.07,30.12,8.5,14,8.6
13,7/3/2013,87,55,71,43,55,0,6, ,0,0,24.26,29.88,1.1,2,6.7
14,7/3/2013,88,63,76,52,62,0,11, ,0,0,28.64,30,4.2,13,4.8
15,7/3/2013,88,61,75,67,69,0,10,BR,0,0.01,29.78,30.16,2.9,21,3.8
16,7/3/2013,89,59,74,68,70,0,9,BR HZ,0,0.00001,30.04,30.15,6.9,24,7.2
17,7/3/2013,87,55,71,54,61,0,6, ,0,0,29.36,30.06,1.9,13,2.8
18,7/3/2013,93,67,80,52,64,0,15, ,0,0,29.47,29.99,3.5,9,4
19,7/3/2013,66,60,63,59,60,2,0,RA FG+ BR HZ,0,0.34,29.31,30.06,5.2,3,6.3
20,7/3/2013,92,63,78,51,63,0,13, ,0,0,29.28,29.99,3.1,9,3.9
1,7/4/2013,93,74,84,71,75,0,19, ,0,0,29.99,30.15,8.4,23,8.7
2,7/4/2013,87,71,79,71,73,0,14,BR,0,0,29.11,30.19,11.4,24,11.8
3,7/4/2013,91,60,76,59,65,0,11, ,0,0,29.25,29.96,5.7,17,6.8
4,7/4/2013,96,70,83,58,67,0,18, ,0,0,29.26,29.93,1.6,14,3.4
6,7/4/2013,96,63,80,59,67,0,15, ,0,0,29.41,29.93,2.2,14,3.6
7,7/4/2013,92,70,81,54,64,0,16,HZ,0,0,28.59,29.94,9.9,16,11.7
8,7/4/2013,98,70,84,67,73,0,19, ,0,0,29.59,30.5395431,2.2,16,3.6
9,7/4/2013,87,63,75,58,65,0,10, ,0,0,29.15,29.91,7.5,17,7.9
10,7/4/2013,90,73,82,72,75,0,17,TS RA BR,0,0.09,30.11,30.13,11.6,14,12.3
11,7/4/2013,87,72,80,72,74,0,15,BR,0,0.11,30.11,30.14,10.4,14,11.2
12,7/4/2013,89,75,82,72,75,0,17,BR,0,0,30.1,30.15,9.8,15,10.7
13,7/4/2013,90,59,75,42,56,0,10, ,0,0,24.23,29.81,3.3,29,7.3
14,7/4/2013,92,67,80,56,65,0,15, ,0,0,28.59,29.94,8.4,15,9.4
15,7/4/2013,93,65,79,70,74,0,14,BR,0,0,29.76,30.13,3.7,22,4.2
16,7/4/2013,92,74,83,72,75,0,18, ,0,0,30.02,30.11,8.3,25,8.6
17,7/4/2013,91,59,75,59,66,0,10,VCTS,0,0,29.31,30,4.7,18,5.1
18,7/4/2013,96,74,85,57,67,0,20, ,0,0,29.43,29.94,8.5,13,9.7
19,7/4/2013,80,61,71,61,64,0,6,BR HZ,0,0,29.32,30.06,5.4,16,6.9
20,7/4/2013,96,67,82,58,67,0,17, ,0,0,29.23,29.94,5.7,12,7.1
1,7/5/2013,94,77,86,71,75,0,21, ,0,0,29.95,30.1,7,23,7.5
2,7/5/2013,89,72,81,70,74,0,16, ,0,0,29.07,30.13,11.8,24,12.2
3,7/5/2013,92,63,78,60,67,0,13, ,0,0,29.21,29.92,7.7,16,8.7
4,7/5/2013,99,72,86,61,70,0,21, ,0,0,29.23,29.9,3,16,4.9
6,7/5/2013,98,65,82,62,70,0,17, ,0,0,29.39,29.89,4.3,15,5.3
7,7/5/2013,93,70,82,57,66,0,17,TS HZ,0,0.06,28.56,29.9,15.4,15,15.8
8,7/5/2013,99,70,85,70,75,0,20, ,0,0,29.57,30.5189013,3.6,13,3.9
9,7/5/2013,88,67,78,61,67,0,13, ,0,0.00001,29.1,29.85,11.7,16,11.8
10,7/5/2013,90,75,83,72,75,0,18, ,0,0,30.12,30.14,12.6,12,12.7
11,7/5/2013,90,71,81,72,75,0,16,BR,0,0,30.11,30.15,9.3,13,9.9
12,7/5/2013,89,75,82,72,75,0,17,HZ,0,0,30.11,30.15,8.3,14,8.5
13,7/5/2013,89,62,76,48,58,0,11,TS RA,0,0.01,24.18,29.74,2.6,25,6.9
14,7/5/2013,93,70,82,60,68,0,17,TS RA,0,0.00001,28.56,29.9,12.3,15,12.7
15,7/5/2013,95,70,83,71,74,0,18, ,0,0.00001,29.71,30.08,4.1,24,4.6
16,7/5/2013,93,76,85,72,76,0,20, ,0,0,29.97,30.06,8.3,25,8.6
17,7/5/2013,92,62,77,61,68,0,12, ,0,0,29.28,29.97,4.1,17,4.5
18,7/5/2013,97,75,86,59,69,0,21, ,0,0,29.41,29.92,7.6,14,8.6
19,7/5/2013,84,67,76,61,66,0,11,HZ,0,0,29.29,30.03,7.5,18,9.2
20,7/5/2013,97,71,84,58,68,0,19, ,0,0,29.21,29.91,4,13,5.7
1,7/6/2013,90,74,82,67,73,0,17, ,0,0,29.88,30.04,7.3,26,7.9
2,7/6/2013,87,73,80,69,72,0,15, ,0,0,29,30.07,10.3,27,10.7
3,7/6/2013,90,70,80,63,69,0,15,RA,0,0.00001,29.21,29.91,9.3,15,9.6
4,7/6/2013,99,73,86,64,72,0,21, ,0,0,29.21,29.87,3.5,14,5.2
6,7/6/2013,99,67,83,66,72,0,18,RA,0,0.00001,29.36,29.86,5.7,14,6.1
7,7/6/2013,96,74,85,60,68,0,20,HZ,0,0,28.54,29.87,16.4,17,17.3
8,7/6/2013,100,74,87,72,76,0,22, ,0,0,29.53,30.4776177,3.8,13,4.5
9,7/6/2013,91,71,81,64,70,0,16,RA,0,0.00001,29.08,29.84,8.1,16,8.4
10,7/6/2013,89,76,83,72,75,0,18, ,0,0.00001,30.09,30.12,12.3,13,12.6
11,7/6/2013,89,74,82,73,75,0,17, ,0,0,30.09,30.13,10.3,13,10.3
12,7/6/2013,89,76,83,73,76,0,18, ,0,0.00001,30.09,30.13,8.5,14,8.7
13,7/6/2013,88,64,76,47,58,0,11,TS,0,0.00001,24.24,29.79,3,21,8.2
14,7/6/2013,95,72,84,62,70,0,19, ,0,0,28.54,29.87,13,16,13.6
15,7/6/2013,89,68,79,68,72,0,14, ,0,0,29.66,30.02,5.2,27,5.9
16,7/6/2013,90,73,82,68,73,0,17, ,0,0,29.9,30,7.2,28,7.6
17,7/6/2013,91,69,80,63,69,0,15, ,0,0,29.27,29.95,6.4,16,6.6
18,7/6/2013,97,77,87,60,70,0,22, ,0,0,29.39,29.89,9.5,14,10.2
19,7/6/2013,83,66,75,64,68,0,10,HZ,0,0,29.26,30.01,6.6,17,8.5
20,7/6/2013,97,72,85,61,69,0,20, ,0,0,29.2,29.89,5.8,13,7.1
1,7/7/2013,92,69,81,66,71,0,16, ,0,0,29.83,29.98,3.3,23,4.2
2,7/7/2013,88,71,80,68,71,0,15,RA,0,0.02,28.95,30,7.3,26,7.8
3,7/7/2013,95,67,81.244908,64,71,0,16.244908, ,0,0,29.26,29.95,9.8,17,9.7
4,7/7/2013,102,76,89,69,74,0,24, ,0,0.00001,29.26,29.91,3.5,15,5.5
6,7/7/2013,100,71,86,70,74,0,21,TSRA,0,0.00001,29.41,29.91,4.8,13,5.4
7,7/7/2013,96,75,86,61,69,0,21, ,0,0,28.6,29.92,14.3,17,14.6
8,7/7/2013,101,74,88,75,78,0,23,RA DZ BR HZ,0,0.00001,29.57,30.5189013,5,14,5
9,7/7/2013,90,72,81,68,72,0,16, ,0,0.00001,29.09,29.83,2.3,15,5.5
10,7/7/2013,89,76,83,72,75,0,18, ,0,0,30.1,30.13,9,12,9.4
11,7/7/2013,89,72,81,72,75,0,16, ,0,0,30.09,30.13,6.2,12,6.9
12,7/7/2013,89,74,82,72,75,0,17, ,0,0,30.09,30.14,5.6,13,5.8
13,7/7/2013,85,61,73,49,58,0,8,TS RA,0,0.00001,24.3,29.9,3.6,21,8.1
14,7/7/2013,96,73,85,64,70,0,20, ,0,0,28.6,29.93,10.2,16,10.4
15,7/7/2013,90,64,77,67,70,0,12,TS RA BR VCTS,0,0.14,29.61,29.97,1.2,30,3.1
16,7/7/2013,91,68,80,67,71,0,15,RA,0,0.00001,29.85,29.94,2.7,25,4.5
17,7/7/2013,96,72,84,66,72,0,19, ,0,0,29.31,29.99,5.9,18,6.1
18,7/7/2013,98,78,88,65,73,0,23, ,0,0,29.44,29.93,9.3,14,9.9
19,7/7/2013,90,71,81,68,72,0,16,BR HZ,0,0.00001,29.21,29.95,7.7,21,8.1
20,7/7/2013,98,73,86,66,72,0,21, ,0,0,29.24,29.93,7.2,13,7.9
1,7/8/2013,83,65,74,67,70,0,9,BR VCTS,0,0.55,29.82,29.99,3.9,7,6.1
2,7/8/2013,85,67,76,68,71,0,11,RA BR,0,0.01,28.91,29.99,6.4,28,9.5
3,7/8/2013,96,73,85,69,74,0,20, ,0,0,29.31,30.01,9.1,17,9.4
4,7/8/2013,91,77,84,70,74,0,19,RA,0,0.07,29.38,30.03,4.5,17,6.4
6,7/8/2013,93,76,85,71,75,0,20,RA,0,0.02,29.54,30.03,9.3,16,9.5
7,7/8/2013,96,75,86,64,72,0,21, ,0,0,28.64,29.98,12.7,17,13.4
8,7/8/2013,94,77,86,74,77,0,21,RA DZ VCTS,0,0.01,29.71,30.6633939,6.4,16,6.8
9,7/8/2013,86,65,76,66,70,0,11, ,0,0,29.2,29.93,4.4,35,5.4
10,7/8/2013,90,77,84,72,76,0,19, ,0,0,30.12,30.15,7.3,12,7.9
11,7/8/2013,90,71,81,72,74,0,16, ,0,0,30.11,30.16,4,11,4.6
12,7/8/2013,89,73,81,72,75,0,16, ,0,0,30.11,30.16,3.7,12,3.8
13,7/8/2013,93,64,79,44,58,0,14, ,0,0,24.33,29.91,4.2,27,11
14,7/8/2013,97,72,85,67,73,0,20, ,0,0,28.64,29.98,10,17,10.6
15,7/8/2013,83,64,74,69,70,0,9,RA BR VCTS,0,0.47,29.59,29.98,1.4,7,2.3
16,7/8/2013,84,64,74,67,69,0,9,RA,0,1.03,29.84,29.96,4,2,5.5
17,7/8/2013,97,70,84,70,74,0,19, ,0,0.01,29.36,30.03,4.8,18,5.2
18,7/8/2013,99,79,89,68,74,0,24, ,0,0,29.52,30.01,9.2,17,9.7
19,7/8/2013,88,69,79,69,72,0,14,RA BR,0,0.16,29.21,29.93,4.3,24,8.1
20,7/8/2013,97,77,87,68,74,0,22, ,0,0,29.33,30.01,6.5,17,7.9
1,7/9/2013,74,66,70,63,65,0,5,BR,0,0,29.93,30.1,3.7,7,4.2
2,7/9/2013,74,64,69,66,67,0,4,FG+ BR,0,0,29,30.09,4,8,4.6
3,7/9/2013,100,79,90,68,75,0,25, ,0,0,29.26,29.95,12.6,18,12.7
4,7/9/2013,102,76,89,69,75,0,24, ,0,0,29.38,30.05,3.9,17,6.1
6,7/9/2013,99,74,87,70,75,0,22, ,0,0,29.54,30.04,8,16,8.2
7,7/9/2013,100,78,89,63,72,0,24, ,0,0,28.63,29.95,14.7,19,15.1
8,7/9/2013,102,76,89,75,79,0,24,FG+ BR,0,0,29.72,30.6737148,6.1,17,6.3
9,7/9/2013,85,71,78,68,71,0,13,RA BR,0,0.72,29.09,29.83,7.1,26,12
10,7/9/2013,91,77,84,72,75,0,19, ,0,0,30.12,30.14,5.9,13,6.8
11,7/9/2013,90,72,81,71,74,0,16, ,0,0,30.11,30.14,4,12,4.2
12,7/9/2013,90,74,82,71,74,0,17, ,0,0,30.11,30.15,3.1,12,3.5
13,7/9/2013,92,61,77,40,57,0,12, ,0,0,24.4,30,5.1,24,7.1
14,7/9/2013,100,78,89,66,73,0,24, ,0,0,28.63,29.96,10.6,19,11.2
15,7/9/2013,75,64,70,65,66,0,5, ,0,0.00001,29.72,30.09,1.5,12,2.3
16,7/9/2013,72,65,69,63,65,0,4,BR,0,0,29.96,30.07,3,3,3.5
17,7/9/2013,100,74,87,70,75,0,22, ,0,0,29.32,30,8,20,8.1
18,7/9/2013,101,80,91,64,73,0,26, ,0,0,29.52,30.02,9.4,20,10
19,7/9/2013,84,68,76,70,71,0,11,TSRA BR,0,0.1,29.16,29.91,4.1,20,7
20,7/9/2013,99,77,88,65,73,0,23, ,0,0,29.33,30.03,4.5,18,6.6
1,7/10/2013,85,66,76,68,70,0,11,RA FG BR HZ VCTS,0,0.01,29.79,29.92,2.6,16,4.8
2,7/10/2013,82,65,74,70,70,0,9,RA FG+ BR,0,0.12,28.87,29.92,6.2,19,8.7
